INFO 2018-07-08 11:56:24,166 double_betting_after_lossing 4104 788 Index:4, current_money:10006.6, current_bet:10
INFO 2018-07-08 11:56:24,166 double_betting_after_lossing 4104 788 Index:10, current_money:10011.5, current_bet:10
INFO 2018-07-08 11:56:24,167 double_betting_after_lossing 4104 788 Index:12, current_money:10001.5, current_bet:20
INFO 2018-07-08 11:56:24,167 double_betting_after_lossing 4104 788 Index:17, current_money:10010.1, current_bet:10
INFO 2018-07-08 11:56:24,168 double_betting_after_lossing 4104 788 Index:18, current_money:10016.800000000001, current_bet:10
INFO 2018-07-08 11:56:24,168 double_betting_after_lossing 4104 788 Index:28, current_money:10006.800000000001, current_bet:20
INFO 2018-07-08 11:56:24,168 double_betting_after_lossing 4104 788 Index:29, current_money:10020.400000000001, current_bet:10
INFO 2018-07-08 11:56:24,168 double_betting_after_lossing 4104 788 Index:43, current_money:10025.000000000002, current_bet:10
INFO 2018-07-08 11:56:24,168 double_betting_after_lossing 4104 788 Index:47, current_money:10029.500000000002, current_bet:10
INFO 2018-07-08 11:56:24,168 double_betting_after_lossing 4104 788 Index:52, current_money:10019.500000000002, current_bet:20
INFO 2018-07-08 11:56:24,169 double_betting_after_lossing 4104 788 Index:53, current_money:9999.500000000002, current_bet:40
INFO 2018-07-08 11:56:24,169 double_betting_after_lossing 4104 788 Index:59, current_money:10030.700000000003, current_bet:10
INFO 2018-07-08 11:56:24,169 double_betting_after_lossing 4104 788 Index:67, current_money:10035.400000000003, current_bet:10
INFO 2018-07-08 11:56:24,169 double_betting_after_lossing 4104 788 Index:70, current_money:10025.400000000003, current_bet:20
INFO 2018-07-08 11:56:24,169 double_betting_after_lossing 4104 788 Index:71, current_money:10034.000000000004, current_bet:10
INFO 2018-07-08 11:56:24,169 double_betting_after_lossing 4104 788 Index:72, current_money:10041.300000000003, current_bet:10
INFO 2018-07-08 11:56:24,170 double_betting_after_lossing 4104 788 Index:74, current_money:10031.300000000003, current_bet:20
INFO 2018-07-08 11:56:24,170 double_betting_after_lossing 4104 788 Index:76, current_money:10041.900000000003, current_bet:10
INFO 2018-07-08 11:56:24,170 double_betting_after_lossing 4104 788 Index:77, current_money:10031.900000000003, current_bet:20
INFO 2018-07-08 11:56:24,170 double_betting_after_lossing 4104 788 Index:85, current_money:10042.300000000003, current_bet:10
INFO 2018-07-08 11:56:24,170 double_betting_after_lossing 4104 788 Index:90, current_money:10050.700000000003, current_bet:10
INFO 2018-07-08 11:56:24,170 double_betting_after_lossing 4104 788 Index:92, current_money:10056.200000000003, current_bet:10
INFO 2018-07-08 11:56:24,171 double_betting_after_lossing 4104 788 Index:94, current_money:10061.700000000003, current_bet:10
INFO 2018-07-08 11:56:24,171 double_betting_after_lossing 4104 788 Index:99, current_money:10051.700000000003, current_bet:20
INFO 2018-07-08 11:56:24,171 double_betting_after_lossing 4104 788 Index:100, current_money:10031.700000000003, current_bet:40
INFO 2018-07-08 11:56:24,171 double_betting_after_lossing 4104 788 Index:101, current_money:9991.700000000003, current_bet:80
INFO 2018-07-08 11:56:24,171 double_betting_after_lossing 4104 788 Index:105, current_money:9911.700000000003, current_bet:160
INFO 2018-07-08 11:56:24,171 double_betting_after_lossing 4104 788 Index:107, current_money:10039.700000000003, current_bet:10
INFO 2018-07-08 11:56:24,172 double_betting_after_lossing 4104 788 Index:109, current_money:10029.700000000003, current_bet:20
INFO 2018-07-08 11:56:24,172 double_betting_after_lossing 4104 788 Index:112, current_money:10044.500000000002, current_bet:10
INFO 2018-07-08 11:56:24,172 double_betting_after_lossing 4104 788 Index:115, current_money:10052.600000000002, current_bet:10
INFO 2018-07-08 11:56:24,173 double_betting_after_lossing 4104 788 Index:117, current_money:10042.600000000002, current_bet:20
INFO 2018-07-08 11:56:24,174 double_betting_after_lossing 4104 788 Index:118, current_money:10053.400000000001, current_bet:10
INFO 2018-07-08 11:56:24,174 double_betting_after_lossing 4104 788 Index:119, current_money:10057.7, current_bet:10
INFO 2018-07-08 11:56:24,174 double_betting_after_lossing 4104 788 Index:122, current_money:10047.7, current_bet:20
INFO 2018-07-08 11:56:24,174 double_betting_after_lossing 4104 788 Index:124, current_money:10027.7, current_bet:40
INFO 2018-07-08 11:56:24,174 double_betting_after_lossing 4104 788 Index:125, current_money:10049.300000000001, current_bet:10
INFO 2018-07-08 11:56:24,174 double_betting_after_lossing 4104 788 Index:126, current_money:10058.000000000002, current_bet:10
INFO 2018-07-08 11:56:24,176 double_betting_after_lossing 4104 788 Index:127, current_money:10063.000000000002, current_bet:10
INFO 2018-07-08 11:56:24,176 double_betting_after_lossing 4104 788 Index:132, current_money:10053.000000000002, current_bet:20
INFO 2018-07-08 11:56:24,177 double_betting_after_lossing 4104 788 Index:134, current_money:10070.800000000001, current_bet:10
INFO 2018-07-08 11:56:24,177 double_betting_after_lossing 4104 788 Index:143, current_money:10060.800000000001, current_bet:20
INFO 2018-07-08 11:56:24,177 double_betting_after_lossing 4104 788 Index:146, current_money:10072.2, current_bet:10
INFO 2018-07-08 11:56:24,177 double_betting_after_lossing 4104 788 Index:149, current_money:10076.800000000001, current_bet:10
INFO 2018-07-08 11:56:24,178 double_betting_after_lossing 4104 788 Index:153, current_money:10081.900000000001, current_bet:10
INFO 2018-07-08 11:56:24,178 double_betting_after_lossing 4104 788 Index:154, current_money:10088.800000000001, current_bet:10
INFO 2018-07-08 11:56:24,178 double_betting_after_lossing 4104 788 Index:155, current_money:10095.900000000001, current_bet:10
INFO 2018-07-08 11:56:24,178 double_betting_after_lossing 4104 788 Index:156, current_money:10101.300000000001, current_bet:10
INFO 2018-07-08 11:56:24,178 double_betting_after_lossing 4104 788 Index:160, current_money:10107.900000000001, current_bet:10
INFO 2018-07-08 11:56:24,178 double_betting_after_lossing 4104 788 Index:172, current_money:10116.600000000002, current_bet:10
INFO 2018-07-08 11:56:24,179 double_betting_after_lossing 4104 788 Index:179, current_money:10121.800000000003, current_bet:10
INFO 2018-07-08 11:56:24,179 double_betting_after_lossing 4104 788 Index:185, current_money:10111.800000000003, current_bet:20
INFO 2018-07-08 11:56:24,179 double_betting_after_lossing 4104 788 Index:188, current_money:10091.800000000003, current_bet:40
INFO 2018-07-08 11:56:24,179 double_betting_after_lossing 4104 788 Index:189, current_money:10051.800000000003, current_bet:80
